RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Loyalty_Score
3631,15782456,Odili,656,France,Male,46,9,143267.14,2,0,0,193099.43,0,0,1,GOLD,717,27.67
3634,15629846,Sheehan,827,Germany,Female,47,8,143001.5,2,1,0,108977.5,0,0,4,SILVER,265,30.65
3640,15793049,Atkins,680,Germany,Female,48,8,115115.38,1,1,0,139558.6,1,1,2,SILVER,813,28.130000000000003
3642,15613623,Tilley,640,Spain,Male,62,3,0.0,1,1,1,101663.47,0,0,3,GOLD,395,21.45
3648,15624775,Onyeoruru,729,France,Male,67,2,94203.8,1,0,1,102391.06,0,0,2,PLATINUM,948,22.48
3652,15628999,Townsend,732,France,Male,79,10,61811.23,1,1,1,104222.8,0,0,1,SILVER,726,29.259999999999998
3684,15727197,Pinto,576,France,Female,52,9,170228.59,2,0,0,148477.57,1,1,5,SILVER,364,36.14
3690,15790829,Gibson,703,France,Female,45,5,0.0,2,1,0,131906.44,0,0,3,PLATINUM,599,26.490000000000002
3691,15654959,Hope,670,Spain,Male,67,6,158719.57,1,1,1,118607.4,0,0,3,SILVER,392,25.92
3729,15806210,Bateman,675,Spain,Male,66,5,115654.47,2,1,1,131970.86,0,0,2,GOLD,785,27.35
3732,15568573,Graham,554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1,1,1,DIAMOND,999,27.490000000000002
3790,15765415,King,609,Spain,Female,45,4,89122.3,1,1,1,199256.98,0,0,3,DIAMOND,573,24.73
3791,15756751,Griffiths,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1,1,2,PLATINUM,479,14.79
3803,15629551,Cattaneo,615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0,0,3,SILVER,684,35.34
3804,15651264,Yobanna,850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1,1,1,GOLD,950,20.5
3814,15665402,Panicucci,703,Spain,Male,73,5,137761.55,1,1,1,159677.46,0,0,5,GOLD,416,30.66
3820,15718289,Bradley,553,Germany,Male,46,3,82291.1,1,1,0,112549.99,1,1,1,DIAMOND,880,18.3
3822,15685245,Jowett,608,Spain,Female,56,5,0.0,2,0,1,153810.41,0,0,1,DIAMOND,921,25.71
3827,15751774,Monnier,774,France,Male,76,4,112510.89,1,1,1,143133.18,0,0,3,DIAMOND,914,28.14
3832,15695356,Chinwemma,722,France,Male,46,5,0.0,2,1,0,179908.71,0,0,2,PLATINUM,310,20.6
3837,15602797,Okwudilichukwu,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1,1,3,GOLD,390,28.4
3841,15662884,Naylor,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1,1,2,PLATINUM,831,19.810000000000002
3842,15750778,Ponomarev,653,France,Female,60,2,120731.39,4,1,1,138160.11,1,1,4,GOLD,663,31.63
3858,15805025,Oster,636,France,Female,45,7,139859.23,1,1,1,108402.54,0,0,3,GOLD,393,27.43
3878,15753847,Hawkins,645,Spain,Male,45,4,0.0,1,0,1,174916.85,1,1,5,PLATINUM,668,31.68
3881,15726945,Andreev,677,France,Female,72,8,0.0,2,1,1,153604.44,0,0,2,PLATINUM,341,27.41
3882,15794276,Steele,588,France,Female,64,3,0.0,1,1,1,189703.65,0,0,4,SILVER,286,23.36
3886,15618255,Fedorov,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1,1,4,PLATINUM,918,34.18
3893,15612455,Yao,549,Germany,Male,45,6,124240.93,1,1,1,146372.51,0,0,4,DIAMOND,385,28.85
3904,15678129,Hill,643,Spain,Female,45,9,150840.03,2,1,0,155516.35,0,0,2,GOLD,812,31.619999999999997
3905,15566633,Freeman,698,Germany,Male,55,8,155059.1,2,1,1,144584.29,0,0,2,GOLD,976,33.76
3907,15674343,Esposito,597,France,Male,44,8,78128.13,2,0,1,109153.04,0,0,1,PLATINUM,220,23.2
3910,15726487,P'eng,431,France,Male,63,6,160982.89,1,1,1,168008.17,0,0,2,DIAMOND,923,28.23
3913,15655590,Garcia,581,Spain,Male,46,2,79385.21,2,0,0,188492.82,0,0,1,GOLD,639,16.39
3914,15732266,Field,553,Germany,Male,53,5,127997.83,1,1,0,165378.66,1,1,2,SILVER,775,23.25
3928,15651943,Richards,580,Spain,Female,65,1,0.0,2,0,1,103182.46,0,0,1,GOLD,352,14.02
3931,15626008,Miller,622,Germany,Female,52,9,111973.97,1,1,1,162756.29,1,1,2,GOLD,918,32.68
3935,15705765,Lane,581,Spain,Female,46,1,0.0,2,1,0,104272.04,0,0,5,PLATINUM,790,28.4
3948,15719950,Sutherland,682,France,Male,61,10,73688.2,1,1,1,172141.33,0,0,2,SILVER,603,31.03
3949,15743818,Rowley,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0,0,1,DIAMOND,641,28.91
3952,15619972,Akabueze,807,France,Female,47,9,167664.83,1,0,0,125440.11,1,1,4,SILVER,622,33.72
3961,15616811,MacDonald,535,France,Male,47,0,160729.1,1,0,1,145986.35,0,0,5,DIAMOND,284,21.84
3984,15814092,Wang,626,France,Female,44,2,0.0,1,0,1,173117.22,1,1,4,GOLD,307,22.07
3992,15601659,Fiorentino,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1,1,4,GOLD,609,32.59
4002,15792064,Pai,545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1,1,3,PLATINUM,490,23.4
4006,15677052,Ko,589,France,Female,59,2,0.0,2,1,1,126160.24,1,1,4,SILVER,292,23.92
4009,15612505,Joseph,835,Spain,Male,45,3,100212.13,1,1,0,152577.62,0,0,2,GOLD,398,16.48
4022,15697100,Wright,772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1,1,4,GOLD,811,31.11
4038,15807563,Ch'iu,841,France,Female,52,5,0.0,1,0,0,183239.71,1,1,5,GOLD,783,32.33
4052,15725639,Ignatyev,793,France,Female,63,9,116270.72,1,1,1,184243.25,0,0,3,DIAMOND,236,28.86
4054,15785385,Fiorentino,550,Spain,Male,51,5,0.0,2,1,0,153917.41,0,0,2,SILVER,977,27.27
4056,15767129,Munz,452,France,Female,60,6,121730.49,1,1,1,142963.29,0,0,3,SILVER,449,26.490000000000002
4063,15800083,Macdonald,559,France,Male,45,8,24043.45,1,0,1,169781.45,1,1,5,DIAMOND,851,39.51
4067,15736154,Gallo,823,France,Female,44,1,0.0,2,0,1,182495.7,0,0,2,SILVER,639,19.89
4079,15690440,Stiles,656,Spain,Male,47,1,0.0,2,1,1,197961.93,0,0,5,SILVER,402,26.52
4084,15672640,Kambinachi,850,Spain,Female,45,4,114347.85,2,1,1,109089.04,0,0,4,SILVER,744,31.44
4090,15596979,Fang,662,France,Female,47,6,0.0,2,1,1,129392.75,0,0,4,GOLD,629,33.29
4094,15798470,Scannell,764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1,1,2,DIAMOND,298,12.48
4115,15647008,Adams,624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1,1,5,PLATINUM,710,28.6
4123,15599403,Wu,577,France,Male,60,10,125389.7,2,1,1,178616.73,0,0,2,GOLD,309,30.09
4126,15633378,Davidson,692,Spain,Female,49,9,0.0,2,1,0,178342.63,0,0,1,PLATINUM,373,24.23
4128,15625545,Hussey,712,Spain,Male,52,9,0.0,1,1,1,117977.45,1,1,1,GOLD,294,23.44
4132,15738634,Yuan,533,France,Male,47,9,83347.25,1,1,1,137696.25,0,0,5,PLATINUM,418,36.68
4137,15757952,Teng,651,France,Male,44,2,0.0,3,1,0,102530.35,1,1,2,GOLD,992,24.92
4144,15711901,Iheatu,500,France,Male,45,2,109162.82,1,1,1,126145.08,0,0,5,PLATINUM,277,24.77
4145,15779809,Giordano,655,France,Male,44,8,87471.63,1,0,1,188593.98,0,0,4,SILVER,712,35.12
4148,15712409,Tang,749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0,0,2,GOLD,283,23.83
4158,15719793,Watson,850,Spain,Male,62,5,0.0,2,1,1,180243.56,0,0,5,GOLD,324,31.740000000000002
4166,15725478,McClemans,775,France,Male,60,7,0.0,2,1,1,111558.7,0,0,1,SILVER,830,27.8
4189,15786153,McKenzie,644,Germany,Male,47,9,137774.11,2,1,0,151902.78,0,0,5,SILVER,499,37.49
4195,15660524,Hu,572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0,0,3,GOLD,316,29.66
4196,15747168,Sanders,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1,1,3,GOLD,279,18.79
4202,15621227,Hs?eh,668,Germany,Female,46,7,161806.09,1,1,1,173052.19,0,0,4,GOLD,794,34.44
4204,15640922,Demaine,791,France,Female,52,7,0.0,1,1,1,122782.5,0,0,2,DIAMOND,450,25.0
4210,15729201,Harewood,682,France,Male,55,9,0.0,1,1,0,153356.8,1,1,5,DIAMOND,294,33.44
4221,15711314,Kao,589,Spain,Female,45,1,0.0,1,0,0,125939.22,1,1,4,SILVER,300,18.5
4224,15588090,Ferri,726,Germany,Female,51,8,107494.86,2,1,0,140937.91,1,1,2,PLATINUM,794,29.94
4233,15632977,Hsiao,745,France,Male,47,5,0.0,2,0,0,145789.71,0,0,1,PLATINUM,637,20.87
4241,15736730,Soto,634,France,Female,45,2,0.0,1,1,1,143458.31,0,0,3,DIAMOND,863,24.630000000000003
4243,15746553,Castles,526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1,1,5,SILVER,577,32.269999999999996
4248,15677906,Owens,637,Spain,Female,54,5,0.0,1,0,1,150836.98,0,0,2,PLATINUM,259,20.09
4265,15761294,Manna,667,Germany,Female,56,8,137464.04,1,1,0,130846.79,1,1,3,PLATINUM,235,25.35
4278,15797910,Zetticci,775,Germany,Male,51,2,123783.25,1,1,1,134901.57,0,0,2,PLATINUM,489,17.89
4293,15800287,Micco,706,Spain,Female,46,2,127660.46,2,1,0,150156.82,1,1,2,PLATINUM,334,16.34
4294,15665861,Avdeev,733,Spain,Male,44,3,106070.89,1,0,1,101617.43,0,0,4,PLATINUM,705,27.55
4298,15778149,Connolly,538,Spain,Male,68,9,0.0,2,1,0,110440.5,1,1,3,SILVER,252,29.02
4304,15675380,Logan,573,Spain,Male,56,3,154669.77,1,0,1,115462.27,1,1,5,SILVER,454,28.04
4317,15720774,P'eng,850,Spain,Male,44,7,89118.26,1,1,0,104240.77,1,1,1,PLATINUM,668,22.18
4336,15810460,Fanucci,708,Spain,Female,64,5,0.0,3,0,1,112520.07,1,1,2,PLATINUM,465,26.15
4341,15692631,Bogdanova,577,Spain,Female,44,8,115557.0,1,0,1,127506.76,0,0,1,DIAMOND,336,22.36
4346,15584536,Barber,720,Germany,Male,46,3,97042.6,1,1,1,133516.51,1,1,2,GOLD,809,22.59
4349,15579387,Ni,635,Germany,Female,44,2,79064.85,2,0,1,113291.75,0,0,1,PLATINUM,855,20.55
4355,15612893,Nelson,558,Spain,Male,45,4,0.0,1,1,0,131807.14,0,0,4,GOLD,248,22.48
4359,15759751,Tsui,483,France,Male,48,1,0.0,2,1,1,110059.38,0,0,3,DIAMOND,471,21.21
4360,15605425,Chia,545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0,0,5,PLATINUM,320,23.2
4362,15592000,Calabresi,781,Germany,Female,48,9,82794.18,1,1,0,124720.68,1,1,5,DIAMOND,834,38.84
4367,15669060,Woolnough,662,France,Male,74,6,0.0,2,1,0,123583.85,0,0,1,SILVER,512,21.12
4368,15675854,Douglas,573,Spain,Male,50,0,159304.07,1,0,1,155915.24,1,1,4,SILVER,466,20.66
4374,15596455,Mao,546,Spain,Female,45,2,0.0,1,0,0,197789.83,1,1,4,DIAMOND,603,23.03
4379,15771087,Harrison,757,France,Female,71,0,88084.13,2,1,1,154337.47,0,0,4,PLATINUM,522,23.22
4388,15665460,Isayeva,732,Spain,Female,67,1,0.0,2,1,1,177783.04,0,0,5,DIAMOND,407,26.57
4393,15757140,Genovese,787,France,Male,51,0,58137.08,1,0,1,142538.31,0,0,5,DIAMOND,456,23.56
4397,15691119,Martin,721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0,0,4,SILVER,439,24.39
4400,15572547,Vaguine,670,France,Female,45,9,104930.38,1,1,0,155921.81,1,1,3,PLATINUM,720,31.7
4403,15720637,Bell,710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1,1,4,DIAMOND,977,38.769999999999996
4419,15644356,Prokhorova,682,Spain,Female,47,10,134032.01,1,1,0,144290.97,0,0,3,DIAMOND,725,33.25
4427,15749557,Chao,707,France,Female,44,6,0.0,2,1,1,192542.17,0,0,4,GOLD,463,31.63
4435,15568429,Mitchell,633,Spain,Female,46,3,0.0,2,1,0,120250.58,0,0,2,DIAMOND,477,19.27
4439,15583850,Davidson,672,Germany,Male,68,0,126061.51,2,1,1,184936.77,0,0,4,GOLD,564,23.64
4448,15716381,Greece,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1,1,5,GOLD,542,34.92
4451,15791191,Mitchell,633,France,Male,59,2,103996.74,1,1,1,103159.11,0,0,4,PLATINUM,678,25.78
4458,15743617,Chesnokova,713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0,0,5,GOLD,757,26.07
4471,15593795,Linton,516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1,1,4,GOLD,827,23.77
4472,15642824,Onyekaozulu,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1,1,3,DIAMOND,808,35.08
4480,15579112,Gibson,598,France,Male,47,2,0.0,2,1,1,186116.54,0,0,1,PLATINUM,316,15.16
4481,15648479,Stephenson,655,France,Female,45,0,0.0,2,1,0,166830.71,0,0,2,GOLD,434,14.34
4489,15776128,Hs?,716,France,Female,44,6,155114.9,1,0,0,133871.83,0,0,5,SILVER,682,32.82
4498,15758901,Henderson,713,Spain,Female,47,1,0.0,1,1,0,107825.08,1,1,5,DIAMOND,571,24.21
4500,15773322,Obiajulu,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0,0,2,GOLD,763,21.63
4502,15678916,Kelly,512,France,Female,75,2,0.0,1,1,0,123304.62,0,0,3,GOLD,355,17.55
4503,15632118,Pirozzi,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1,1,3,SILVER,347,21.97
4512,15568006,Ukaegbunam,634,France,Female,45,2,0.0,4,1,0,101039.53,1,1,2,SILVER,611,23.11
4513,15751748,Trevisani,666,France,Male,51,2,148222.65,1,0,0,156953.54,1,1,2,DIAMOND,595,16.95
4521,15605826,Korovina,652,Germany,Male,46,10,121063.8,3,1,0,151481.86,1,1,5,SILVER,683,42.83
4530,15570087,Parry-Okeden,664,France,Female,44,8,142989.69,1,1,1,115452.51,1,1,3,DIAMOND,750,32.5
4537,15756333,Khan,642,France,Female,55,7,0.0,2,1,1,101515.76,0,0,1,PLATINUM,918,28.68
4550,15587611,Kauffmann,537,France,Male,59,9,0.0,2,0,0,103799.77,1,1,4,GOLD,948,38.980000000000004
4552,15715673,Niu,651,Spain,Female,46,4,89743.05,1,1,0,156425.57,1,1,5,PLATINUM,860,31.6
4560,15668248,Quinn,528,Germany,Female,62,7,133201.17,1,0,0,168507.68,1,1,1,DIAMOND,866,24.16
4564,15694376,Sullivan,705,Germany,Female,64,3,153469.26,3,0,0,146573.66,1,1,4,PLATINUM,875,31.25
4580,15711028,Nnachetam,534,France,Male,52,1,0.0,3,1,1,104035.41,1,1,5,SILVER,278,27.28
4591,15680167,Thomson,635,France,Female,78,6,47536.4,1,1,1,119400.08,0,0,4,GOLD,896,33.96
4598,15677105,Rossi,706,Germany,Female,46,4,105214.58,1,1,0,108699.59,1,1,3,PLATINUM,635,23.35
4608,15734524,Wang,653,France,Male,51,3,0.0,1,1,0,170426.65,1,1,3,SILVER,435,19.85
4613,15649292,Bellucci,748,France,Female,49,7,29602.08,1,0,0,163550.58,1,1,4,SILVER,699,31.490000000000002
4620,15622532,Izmailova,708,France,Female,47,0,126589.12,2,0,1,132730.07,1,1,5,GOLD,856,29.560000000000002
4625,15710543,Okwuoma,629,France,Male,46,1,130666.2,1,1,1,161125.67,1,1,1,SILVER,586,14.36
4630,15687153,Graham,850,Germany,Male,49,8,98649.55,1,1,0,119174.88,1,1,5,PLATINUM,568,34.68
4634,15707291,Percy,477,Germany,Male,48,8,129250.0,2,1,1,157937.35,0,0,1,PLATINUM,885,29.85
4641,15696373,Gill,687,France,Female,44,9,0.0,2,0,0,103042.2,1,1,4,DIAMOND,309,32.59
4645,15714240,Ponomarev,712,Spain,Male,74,5,0.0,2,0,0,151425.82,0,0,2,GOLD,942,26.92
4649,15751392,Fanucci,689,Spain,Female,57,4,0.0,2,1,0,136649.8,1,1,2,GOLD,909,25.09
4654,15579617,Sinclair,489,France,Female,51,3,0.0,2,0,1,174098.28,1,1,3,GOLD,683,26.33
4658,15736302,McKay,687,France,Male,48,4,0.0,2,1,1,170893.85,0,0,5,SILVER,510,32.1
4663,15749528,Achebe,652,Spain,Male,58,6,0.0,2,0,1,170025.43,0,0,2,DIAMOND,596,26.96
4672,15808674,Ejikemeifeuwa,616,Germany,Female,45,6,128352.59,3,1,1,144000.59,1,1,5,DIAMOND,584,37.84
4678,15791780,Ts'ao,706,Germany,Female,48,10,104478.12,3,0,1,158248.71,1,1,1,GOLD,574,31.740000000000002
4681,15729582,Fu,676,Germany,Male,48,3,80697.44,1,0,0,101397.86,0,0,3,SILVER,856,24.060000000000002
4688,15576745,Fyodorov,769,France,Male,48,2,96542.16,2,0,1,197885.72,0,0,3,DIAMOND,827,26.27
4690,15737832,Robertson,771,Spain,Male,45,0,139825.56,1,0,0,170984.97,1,1,5,GOLD,727,24.27
4698,15680706,Balashov,537,Germany,Male,48,4,131834.8,1,1,0,166476.95,1,1,3,DIAMOND,925,26.25
4700,15748597,Chester,844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1,1,1,PLATINUM,293,17.43
4704,15686812,Jones,692,Spain,Female,44,8,0.0,1,0,1,159069.37,0,0,4,PLATINUM,706,35.06
4713,15618774,White,474,France,Male,54,3,0.0,1,1,0,108409.17,1,1,2,PLATINUM,427,16.77
4722,15695034,Christie,757,France,Female,44,4,123322.15,1,1,0,137136.29,0,0,2,GOLD,521,19.21
4725,15578648,Marino,543,Germany,Male,49,6,59532.18,1,1,0,104253.56,0,0,3,SILVER,301,23.009999999999998
4727,15721740,Pai,633,Germany,Male,50,7,88302.65,1,1,1,195937.16,0,0,4,DIAMOND,382,30.32
4743,15762134,Liang,506,Germany,Male,59,8,119152.1,2,1,1,170679.74,0,0,2,SILVER,979,33.79
4744,15685279,Somadina,511,Spain,Female,57,8,122950.31,1,1,1,181258.76,0,0,2,GOLD,757,29.57
4746,15655410,Hinton,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1,1,2,PLATINUM,684,16.34
4752,15763256,Sheppard,661,Germany,Female,64,8,128751.65,2,1,0,189398.18,1,1,3,GOLD,254,27.54
4755,15595592,Lai,708,France,Female,59,2,0.0,1,1,0,179673.11,1,1,4,SILVER,421,21.21
4766,15755863,Milano,630,Spain,Female,49,1,0.0,2,0,1,162858.29,0,0,3,GOLD,998,26.48
4779,15582246,Rowe,737,Spain,Female,45,2,0.0,2,0,1,177695.67,0,0,2,GOLD,614,21.14
4782,15804131,Farmer,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,1,1,PLATINUM,480,22.3
4785,15811588,Eluemuno,664,Spain,Female,53,7,187602.18,1,1,0,186392.99,1,1,2,SILVER,712,25.62
4789,15674932,Cameron,757,Spain,Female,44,9,0.0,2,1,0,177528.92,0,0,3,GOLD,579,32.29
4802,15606310,Birk,823,France,Male,71,5,149105.08,1,0,1,162683.06,0,0,5,PLATINUM,915,35.65
4833,15808389,Iheatu,617,France,Female,79,7,0.0,1,1,1,160589.18,0,0,3,SILVER,424,27.740000000000002
4840,15649150,Buddicom,531,France,Female,53,5,127642.44,1,1,0,141501.45,1,1,3,SILVER,341,21.91
4870,15781272,Coles,669,France,Male,50,4,149713.61,3,1,1,124872.42,1,1,4,PLATINUM,329,29.29
4880,15777045,Price,783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1,1,5,DIAMOND,611,27.61
4885,15569274,Pisano,678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1,1,5,SILVER,267,22.67
4887,15657468,Simmons,711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0,0,5,GOLD,806,32.56
4889,15589869,Tang,437,France,Male,49,9,111634.29,2,0,1,166440.32,0,0,3,DIAMOND,805,36.55
4905,15678720,Evans,741,France,Female,44,7,0.0,2,1,1,190534.76,0,0,4,PLATINUM,843,36.93
4913,15792228,Onwumelu,748,France,Male,60,0,152335.7,1,1,0,126743.33,1,1,5,SILVER,468,21.68
4915,15679062,Morrison,734,Germany,Female,47,10,91522.04,2,1,1,138835.91,0,0,4,SILVER,993,42.93
4920,15625941,Gray,682,Spain,Female,50,10,128039.01,1,1,1,102260.16,0,0,4,SILVER,947,40.47
4945,15722072,Hou,630,France,Male,53,5,138053.67,1,0,1,114110.97,0,0,1,GOLD,536,19.86
4948,15670354,Jen,753,France,Female,62,6,0.0,2,1,1,136398.9,0,0,4,SILVER,494,31.94
4951,15771383,Loggia,628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0,0,5,PLATINUM,588,31.88
4962,15632521,Cattaneo,689,Germany,Male,45,0,130170.82,2,1,0,150856.38,0,0,3,SILVER,855,21.55
4975,15744942,Steele,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1,1,2,SILVER,381,16.81
4989,15775067,Fang,606,France,Male,47,3,93578.68,2,0,1,137720.56,1,1,5,GOLD,537,30.87
4993,15783019,Price,794,France,Female,62,9,123681.32,3,1,0,173586.63,1,1,5,SILVER,247,36.97
4994,15728912,Swanson,554,France,Female,44,6,92436.86,1,1,0,126033.9,0,0,4,GOLD,938,32.38
4997,15620341,Nwebube,500,Germany,Male,44,9,160838.13,2,1,0,196261.64,0,0,2,SILVER,978,33.28
5006,15741032,Tsao,733,France,Male,48,5,0.0,1,0,1,117830.57,0,0,1,DIAMOND,674,21.240000000000002
5011,15719508,Davis,575,Germany,Male,49,7,121205.15,4,1,1,168080.53,1,1,2,DIAMOND,227,28.77
5016,15756196,Tsou,682,France,Male,50,6,121818.84,2,0,1,124151.37,0,0,1,SILVER,813,26.130000000000003
5019,15754577,Boni,556,France,Female,51,8,61354.14,1,1,0,198810.65,1,1,4,GOLD,647,32.47
5020,15584113,Pratt,823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1,1,1,DIAMOND,242,15.42
5021,15669589,Page,491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1,1,5,SILVER,897,29.47
5027,15673223,Hou,626,France,Male,44,10,0.0,2,0,0,164287.86,0,0,4,GOLD,627,37.269999999999996
5033,15750569,Iweobiegbunam,684,Germany,Female,46,3,102955.14,2,1,0,154137.33,0,0,2,PLATINUM,986,24.36
5037,15805429,Murray,699,Germany,Male,59,3,106819.65,1,0,1,163570.25,0,0,5,SILVER,557,29.07
5039,15589230,Wu,612,France,Female,63,2,126473.33,1,0,1,147545.65,0,0,5,DIAMOND,633,28.33
5041,15749727,Chukwufumnanya,829,Spain,Male,50,7,0.0,2,0,1,178458.86,0,0,2,SILVER,332,25.82
5058,15606386,Wang,753,Germany,Female,46,3,111512.75,3,1,0,159576.75,1,1,1,DIAMOND,642,19.92
5065,15671243,Y?,558,France,Female,47,9,0.0,2,1,0,103787.28,0,0,2,PLATINUM,251,26.009999999999998
5068,15602282,Kao,587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1,1,1,SILVER,314,22.14
5069,15717879,Chen,712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0,0,2,GOLD,583,23.33
5090,15631882,Yeh,688,Germany,Male,45,9,103399.87,1,0,0,129870.93,0,0,1,PLATINUM,632,24.82
5094,15787255,Manfrin,650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1,1,5,PLATINUM,526,31.259999999999998
5096,15742442,Udegbulam,705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0,0,4,GOLD,336,26.86
5100,15731555,Ross-Watt,595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1,1,1,PLATINUM,470,23.2
5106,15718465,Sadler,671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1,1,3,PLATINUM,654,22.04
5115,15721460,Lorenzo,678,France,Male,60,8,185648.56,1,0,0,192156.54,1,1,2,PLATINUM,508,25.08
5126,15656086,Bovee,542,Spain,Male,54,8,105770.14,1,0,1,140929.98,1,1,4,DIAMOND,780,35.8
5135,15641604,Frolova,850,France,Female,55,10,98488.08,1,1,0,155879.57,1,1,4,SILVER,814,37.14
5138,15601594,Ifeanacho,698,France,Female,51,6,144237.91,4,1,0,157143.61,1,1,4,GOLD,915,38.15
5140,15703728,Chieloka,700,Spain,Male,47,4,0.0,1,1,0,121798.52,1,1,2,GOLD,810,22.1
5149,15812767,Harvey,731,Spain,Male,70,3,0.0,2,1,1,141180.66,0,0,2,DIAMOND,409,20.59
5150,15689201,Dobie,721,France,Female,49,1,120108.56,1,0,1,183421.76,0,0,4,SILVER,970,27.2
5158,15751185,Aparicio,699,Spain,Female,50,0,158633.61,1,1,0,193785.87,0,0,1,SILVER,835,13.35
5160,15651103,Sal,762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0,0,3,DIAMOND,323,29.73
5161,15672299,Yeh,510,France,Male,44,6,0.0,2,1,1,175518.31,0,0,3,SILVER,736,31.36
5198,15629744,Tan,804,France,Female,71,8,0.0,2,0,1,147995.96,0,0,5,SILVER,455,37.55
5213,15621611,Gibson,742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1,1,5,DIAMOND,862,35.12
5224,15624695,Otitodilinna,662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0,0,4,DIAMOND,832,34.82
5236,15608528,Munro,645,France,Female,68,9,0.0,4,1,1,176353.87,1,1,4,GOLD,430,39.8
5240,15750811,Woodward,766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0,0,1,PLATINUM,544,14.940000000000001
5248,15584271,Donaldson,633,France,Male,59,5,0.0,1,1,1,137273.97,0,0,2,SILVER,532,22.82
5257,15761497,Udinesi,713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1,1,2,DIAMOND,239,11.89
5273,15587507,Feng,850,France,Male,47,6,0.0,1,1,0,187391.02,1,1,3,DIAMOND,282,22.82
5297,15702462,Fiorentini,619,Spain,Female,44,6,52831.13,1,1,1,112649.22,1,1,3,SILVER,245,24.45
5298,15683416,Russo,572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1,1,2,PLATINUM,740,33.4
5307,15749638,Kaodilinakachukwu,605,France,Female,51,9,104760.82,1,1,1,165574.54,1,1,1,PLATINUM,675,27.25
5313,15726178,Hardy,712,Spain,Female,48,8,0.0,2,1,0,183235.33,0,0,2,SILVER,923,31.23
5314,15794939,Chiu,783,France,Female,72,5,121215.9,2,1,1,105206.48,0,0,3,GOLD,509,27.59
5327,15650575,Payne,720,Spain,Female,59,6,0.0,2,1,1,160849.43,1,1,3,DIAMOND,521,29.21
5332,15700627,Y?,637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1,1,2,DIAMOND,372,14.72
5337,15700460,Allnutt,530,France,Female,55,4,120905.03,1,0,1,123475.88,1,1,5,DIAMOND,746,32.46
5342,15654025,Jones,646,France,Female,51,4,101629.3,1,0,0,130541.1,0,0,5,SILVER,639,29.39
5344,15578238,Calabrese,727,France,Male,47,7,0.0,2,1,0,193305.35,0,0,4,PLATINUM,284,29.34
5357,15655436,Kendall,839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1,1,3,DIAMOND,674,22.740000000000002
