RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Loyalty_Score
4200,15587596,Morrison,628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0,0,4,DIAMOND,256,28.56
4208,15732774,Marchesi,656,France,Male,37,7,112291.34,1,1,0,153157.97,0,0,5,SILVER,722,34.72
4222,15621064,Russell,701,Germany,Male,23,5,186101.18,2,1,1,76611.33,0,0,4,SILVER,908,34.58
4226,15671804,Wilding,648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0,0,3,GOLD,780,34.8
4228,15789941,Yevseyev,633,France,Female,36,6,125130.28,1,0,0,125961.48,0,0,5,GOLD,465,30.65
4236,15609299,Chamberlain,595,France,Male,29,6,150685.79,1,1,0,87771.06,0,0,4,SILVER,480,27.8
4239,15710390,Uspensky,655,France,Female,39,6,94631.26,2,1,1,148948.52,0,0,5,PLATINUM,315,33.15
4253,15787830,Bailey,452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0,0,4,SILVER,294,27.44
4259,15796167,Flores,782,Germany,Male,35,7,98556.89,2,1,0,117644.36,0,0,2,DIAMOND,625,26.75
4277,15623478,Maslova,670,Germany,Female,32,4,102954.68,2,0,1,134942.45,0,0,5,SILVER,244,29.44
4290,15642579,Chang,731,Spain,Female,37,1,128932.4,1,1,1,180712.52,0,0,4,SILVER,868,26.18
4296,15616454,Davidson,476,Germany,Female,34,8,111905.43,1,0,1,197221.81,1,1,3,PLATINUM,832,33.32
4297,15702788,Gadsdon,775,France,Male,40,9,126212.64,1,1,0,70196.57,0,0,3,DIAMOND,262,27.12
4299,15680001,McDonald,602,France,Male,38,7,111835.94,2,1,0,124389.61,0,0,3,SILVER,855,32.05
4301,15633834,Milne,700,Germany,Female,28,3,99705.69,2,0,0,146723.72,0,0,5,SILVER,435,27.85
4311,15657881,Onyemere,784,France,Male,38,5,136712.91,1,0,1,169920.92,0,0,4,GOLD,707,30.57
4322,15794257,Hsiung,651,France,Male,34,4,91562.99,1,1,1,123954.15,0,0,5,DIAMOND,609,31.09
4334,15748327,Anderson,724,Germany,Male,34,6,118235.7,2,0,0,157137.23,0,0,5,DIAMOND,618,34.18
4337,15771742,Boyle,580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1,1,3,GOLD,681,33.31
4343,15772412,Corser,554,Spain,Male,30,6,135370.12,1,1,1,179689.05,1,1,4,PLATINUM,664,31.64
4345,15585427,Madueke,528,France,Female,26,10,102073.67,2,0,0,166799.93,0,0,4,SILVER,370,34.7
4370,15781495,Munro,662,France,Female,22,2,126362.57,2,1,1,97382.8,0,0,5,SILVER,964,33.64
4394,15570051,Gill,775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0,0,3,PLATINUM,724,29.240000000000002
4395,15669175,Ts'ai,479,Germany,Male,24,6,107637.97,2,0,1,169505.83,0,0,5,PLATINUM,456,34.56
4407,15623450,Brown,637,Germany,Female,27,7,135842.89,1,1,1,101418.05,0,0,3,DIAMOND,483,28.33
4415,15657321,Arkwookerum,712,Germany,Male,27,8,113174.21,2,1,0,147261.58,0,0,4,GOLD,622,34.22
4418,15697270,Gannon,608,Spain,Male,27,4,153325.1,1,1,1,199953.33,0,0,3,SILVER,778,26.78
4420,15677586,Romero,587,Germany,Female,32,3,125445.04,2,1,1,130514.78,0,0,3,SILVER,764,27.14
4423,15787014,King,648,Germany,Female,28,8,90371.09,1,1,1,146851.73,0,0,4,PLATINUM,842,36.42
4428,15681180,Barese,771,France,Female,23,7,156123.73,1,1,0,72990.62,0,0,3,DIAMOND,769,29.19
4454,15775756,Alexandrova,809,Germany,Male,33,8,148055.74,1,0,0,199203.21,0,0,1,PLATINUM,981,26.810000000000002
4460,15658158,Sullivan,672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0,0,4,SILVER,455,33.55
4473,15683524,Tobenna,660,Germany,Female,23,6,166070.48,2,0,0,90494.72,0,0,4,GOLD,313,28.13
4476,15578435,Langlands,640,France,Male,40,8,110340.68,1,1,1,157886.6,0,0,4,DIAMOND,778,35.78
4484,15774192,Miller,539,Germany,Female,38,8,105435.74,1,0,0,80575.44,1,1,2,PLATINUM,627,26.27
4487,15660646,Fanucci,528,France,Male,35,3,156687.1,1,1,0,199320.77,0,0,4,PLATINUM,982,28.32
4522,15648898,Chuang,560,Spain,Female,27,7,124995.98,1,1,1,114669.79,0,0,5,SILVER,457,34.07
4542,15815131,Howells,617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0,0,4,DIAMOND,801,34.51
4545,15758081,Repina,673,Spain,Male,39,8,138160.0,1,1,1,110468.51,0,0,3,SILVER,778,32.78
4562,15638028,Ifeanyichukwu,562,Germany,Male,31,4,127237.25,2,0,1,143317.42,0,0,4,DIAMOND,938,33.38
4577,15770984,Fanucci,697,Spain,Female,40,7,130334.35,2,0,1,116951.1,0,0,4,PLATINUM,850,37.0
4578,15703979,Evans,580,Germany,Male,39,3,119688.81,1,1,0,137041.26,0,0,4,DIAMOND,804,26.54
4593,15658475,Lori,834,France,Male,36,8,142882.49,1,1,0,89983.02,1,1,3,DIAMOND,328,26.28
4631,15684958,Amadi,489,Germany,Male,38,2,126444.08,2,1,1,82662.73,0,0,4,SILVER,526,26.259999999999998
4651,15664214,Hearn,670,France,Male,33,2,141204.65,2,1,0,76257.46,0,0,5,GOLD,814,30.14
4652,15579996,Iroawuchi,524,Germany,Female,25,7,131402.21,1,0,0,193668.49,0,0,4,PLATINUM,997,34.47
4655,15593976,Swanson,578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1,1,4,SILVER,645,33.95
4669,15780770,Kerr,445,France,Male,31,7,145056.59,1,1,1,175893.53,0,0,4,PLATINUM,946,35.96
4673,15641411,Volkova,756,France,Female,23,1,112568.31,1,1,1,113408.11,0,0,5,DIAMOND,965,30.15
4683,15568046,Izuchukwu,809,France,Male,24,7,109558.36,1,1,0,183515.13,0,0,5,GOLD,483,32.33
4693,15787848,Chinedum,602,Spain,Male,30,9,113672.18,2,0,0,102135.92,0,0,4,SILVER,653,36.03
4694,15713594,French,543,France,Female,32,7,147256.86,1,1,0,112771.95,0,0,3,DIAMOND,932,30.82
4696,15786739,Clements,669,France,Male,37,1,125529.55,1,1,1,162260.93,0,0,5,PLATINUM,720,27.7
4715,15611024,Kalinina,567,France,Female,23,9,93522.2,1,0,1,81425.61,0,0,5,SILVER,327,35.77
4718,15580487,Martin,627,Germany,Male,38,8,106922.92,2,0,1,84270.09,0,0,5,GOLD,305,36.05
4729,15765650,Chigolum,501,Germany,Male,40,5,114655.58,1,0,0,126535.92,0,0,4,GOLD,844,29.939999999999998
4741,15618661,Chidubem,535,France,Male,30,6,103804.97,1,1,1,125710.53,0,0,3,PLATINUM,553,27.53
4749,15759067,Bromby,537,Germany,Female,37,7,158411.95,4,1,1,117690.58,1,1,3,DIAMOND,888,38.38
4764,15696564,Nweke,752,France,Male,38,0,145974.79,2,1,1,137694.23,0,0,5,PLATINUM,884,29.84
4793,15809991,Ferrari,756,Spain,Male,19,4,130274.22,1,1,1,133535.29,0,0,4,SILVER,546,27.46
4810,15662238,Davis,822,France,Male,37,3,105563.0,1,1,0,182624.93,0,0,5,DIAMOND,463,26.13
4813,15601172,Nelson,672,France,Male,31,6,91125.75,1,1,0,177295.92,0,0,4,DIAMOND,597,28.97
4827,15713346,Panina,794,France,Male,24,10,146126.75,1,1,1,88992.05,0,0,1,GOLD,431,26.31
4830,15692599,Chiemela,687,France,Male,34,5,128270.56,1,1,0,191092.62,0,0,3,GOLD,908,27.58
4834,15807003,Jennings,762,France,Male,32,10,191775.65,1,1,0,179657.83,0,0,2,DIAMOND,914,32.14
4846,15642997,Uspenskaya,655,France,Female,36,2,147149.59,1,1,1,87816.86,0,0,5,GOLD,680,28.8
4848,15624596,Trentini,534,France,Female,23,5,104822.45,1,0,1,160176.47,0,0,5,SILVER,915,35.65
4855,15574071,Muravyova,706,Germany,Male,23,2,93301.97,2,0,1,127187.04,0,0,5,PLATINUM,963,33.63
4864,15640491,Raff,464,France,Female,33,10,147493.7,2,1,0,100447.53,0,0,4,DIAMOND,801,39.01
4876,15619616,Costa,571,France,Female,33,9,102017.25,2,0,0,128600.49,0,0,4,GOLD,798,37.480000000000004
4879,15579433,Pugh,793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0,0,4,DIAMOND,558,33.58
4895,15636872,Amadi,585,France,Female,32,8,144705.87,2,0,0,171482.56,0,0,1,PLATINUM,767,26.67
4922,15748414,Chiang,526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1,1,2,SILVER,624,28.240000000000002
4938,15625632,Philip,577,France,Male,36,3,121092.47,2,0,1,143783.46,0,0,4,PLATINUM,702,29.52
4949,15716357,Corran,772,Spain,Female,39,4,122486.11,2,1,1,140709.25,0,0,2,SILVER,925,27.25
4968,15743817,Hargreaves,621,Germany,Male,40,8,174126.75,3,1,0,172490.78,1,1,5,SILVER,994,42.94
4978,15795881,Alexander,776,Spain,Male,35,8,106365.29,1,1,1,148527.56,0,0,5,GOLD,454,35.54
4979,15758939,Bray,540,Germany,Male,35,7,127801.88,1,0,1,84239.46,0,0,5,GOLD,830,37.8
5018,15777599,Esposito,746,Germany,Male,34,6,141806.0,2,1,1,183494.87,0,0,3,SILVER,236,26.36
5026,15780432,Shen,728,France,Male,37,3,122689.51,2,0,0,106977.53,1,1,4,GOLD,950,30.0
5038,15814923,Sullivan,606,Spain,Male,38,7,128578.52,1,1,1,193878.51,0,0,4,SILVER,260,29.1
5050,15598894,Holt,784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0,0,5,PLATINUM,510,37.1
5059,15682322,Aksenov,714,France,Male,37,9,148466.93,2,0,1,151280.96,0,0,3,SILVER,936,37.86
5072,15773277,Barnes,676,France,Male,35,5,106836.67,2,1,0,84199.78,0,0,3,DIAMOND,871,29.21
5073,15572657,H?,472,France,Male,29,8,102490.27,1,0,1,181224.56,0,0,4,SILVER,812,36.12
5074,15800295,Cruz,644,Germany,Male,34,9,112746.54,2,0,0,141230.07,0,0,3,DIAMOND,615,32.65
5076,15684921,Onuchukwu,792,Spain,Male,25,8,142862.21,1,1,1,130639.01,0,0,5,PLATINUM,298,33.98
5082,15757537,Francis,610,France,Female,31,6,107784.65,1,1,1,141137.53,0,0,4,PLATINUM,998,34.980000000000004
5084,15660679,Chimaobim,653,Spain,Female,38,9,149571.94,1,1,0,118383.18,0,0,1,SILVER,896,27.46
5099,15730353,Olisaemeka,550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0,0,3,SILVER,872,35.22
5103,15632899,Nwankwo,662,Spain,Male,20,9,104508.77,2,0,0,73107.53,0,0,5,DIAMOND,944,41.94
5131,15631721,Millar,691,Germany,Male,38,9,163965.69,2,0,1,103511.26,0,0,3,GOLD,801,36.51
5134,15668104,Kerr,479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0,0,2,GOLD,956,28.560000000000002
5148,15719624,Hodgson,669,France,Female,38,9,121858.98,1,1,0,130755.34,0,0,2,DIAMOND,981,31.310000000000002
5170,15775430,Tsou,651,Germany,Male,31,7,138008.06,2,1,0,129912.74,0,0,3,DIAMOND,423,27.73
5176,15626322,Lees,699,Spain,Female,29,9,127570.93,2,1,0,164756.81,0,0,1,SILVER,901,29.509999999999998
5182,15711287,Ahmed,661,Spain,Female,35,5,128415.45,1,1,0,142626.49,0,0,5,SILVER,969,34.19
5197,15670822,Palmer,719,France,Female,22,7,114415.84,1,1,1,177497.4,0,0,2,GOLD,739,27.89
5206,15735400,Kanayochukwu,756,France,Male,28,8,179960.2,1,1,0,89938.08,0,0,4,GOLD,372,29.72
5207,15632826,Tardent,493,France,Male,38,3,134006.77,1,1,0,89578.32,0,0,5,SILVER,520,26.7
5208,15751022,Bowhay,777,Germany,Female,37,10,121532.17,2,1,1,73464.88,0,0,4,SILVER,440,37.4
5211,15738954,Pisano,551,France,Male,35,7,129717.3,2,0,0,86937.2,0,0,2,DIAMOND,942,29.92
5218,15796434,Farnsworth,724,France,Male,28,5,97612.12,1,1,1,96498.14,0,0,2,DIAMOND,898,26.48
5221,15753174,Thompson,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1,1,5,PLATINUM,923,43.730000000000004
5223,15724719,Jones,550,France,Female,22,7,139096.85,1,1,0,129890.94,0,0,4,DIAMOND,975,34.25
5229,15791925,Palermo,751,France,Male,29,10,147737.63,1,0,1,94951.27,0,0,4,PLATINUM,298,33.98
5239,15660840,Kalinin,723,France,Male,30,3,124119.54,1,1,0,162198.32,0,0,4,PLATINUM,945,27.95
5244,15684319,Baranova,780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1,1,3,PLATINUM,834,34.34
5249,15700366,Burton,669,France,Male,39,3,119452.03,1,1,1,171575.54,0,0,4,DIAMOND,784,28.34
5255,15746664,Ts'ui,463,Spain,Male,20,8,204223.03,1,1,0,128268.39,0,0,2,SILVER,983,29.83
5259,15627002,Taylor,728,France,Male,38,1,115934.74,1,1,1,139059.05,0,0,5,GOLD,672,27.22
5267,15784700,Chikelu,811,France,Male,31,7,117799.28,1,1,1,182372.35,0,0,4,SILVER,885,35.35
5272,15567630,Bruce,721,Germany,Male,40,6,100275.88,1,1,0,138564.48,1,1,5,GOLD,889,34.89
5280,15731330,Tsui,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0,0,3,GOLD,840,31.9
5283,15744622,Osorio,822,France,Male,32,8,116358.0,1,1,0,108798.36,0,0,4,DIAMOND,898,34.980000000000004
5303,15636700,Marsh,701,France,Male,39,9,140236.98,1,0,1,146651.99,0,0,2,PLATINUM,342,26.92
5316,15572956,Steen,683,France,Male,36,5,115350.63,1,1,1,122305.91,0,0,5,DIAMOND,398,30.48
5317,15780386,Ferri,654,Spain,Male,40,5,105683.63,1,1,0,173617.09,0,0,5,DIAMOND,250,27.0
5320,15719779,May,645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0,0,4,DIAMOND,855,26.05
5324,15569264,Yobanna,622,France,Male,32,5,179305.09,1,1,1,149043.78,0,0,4,GOLD,383,27.33
5325,15595158,Hsu,654,Germany,Male,31,5,150593.59,2,1,1,105218.45,0,0,2,DIAMOND,937,28.869999999999997
5333,15782641,Brown,710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0,0,4,DIAMOND,913,27.630000000000003
5358,15691396,Ko,405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0,0,3,SILVER,634,28.84
5376,15705352,Yang,686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0,0,4,DIAMOND,784,34.34
5377,15602500,Maslova,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0,0,4,GOLD,973,27.23
5379,15720968,Young,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0,0,5,GOLD,915,31.15
5380,15730796,Barker,627,France,Female,21,7,98993.02,1,1,1,169156.64,0,0,4,DIAMOND,456,31.06
5382,15663883,Hansen,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,0,0,2,PLATINUM,295,28.45
5404,15733169,Craig,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0,0,5,PLATINUM,851,38.01
5415,15600357,Findlay,495,France,Female,40,1,140197.71,2,1,0,150720.39,0,0,4,PLATINUM,970,27.2
5421,15583462,Graham,695,France,Male,28,5,171069.39,2,1,1,88689.4,0,0,3,SILVER,739,29.89
5432,15582951,Crawford,696,France,Female,25,8,126442.59,1,1,0,121904.44,0,0,4,SILVER,267,28.67
5439,15633274,Tai,679,France,Male,34,7,160515.37,1,1,0,121904.14,0,0,2,DIAMOND,932,27.82
5447,15785547,Slye,665,France,Male,28,8,191402.82,2,1,0,83238.4,0,0,4,SILVER,320,31.2
5457,15755225,Ryan,659,Germany,Male,34,9,134464.58,2,1,0,178833.34,0,0,3,SILVER,413,30.63
5471,15736124,Thompson,617,France,Male,25,1,102585.88,2,1,1,115387.4,0,0,5,SILVER,779,30.29
5472,15623202,Maslov,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1,1,3,SILVER,906,37.06
5489,15628155,Dike,410,France,Female,35,7,117183.74,1,1,1,109733.73,0,0,2,SILVER,677,27.27
5492,15639278,Chinomso,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1,1,3,DIAMOND,635,30.35
5498,15710421,Baresi,774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0,0,4,GOLD,707,33.07
5500,15649078,Christian,850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0,0,1,GOLD,521,26.21
5503,15815690,Akabueze,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0,0,5,PLATINUM,407,27.57
5504,15631739,Dunn,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0,0,3,PLATINUM,306,31.06
5505,15625584,Martin,786,France,Male,32,2,120452.4,2,0,0,79602.86,0,0,4,GOLD,709,26.09
5530,15812647,Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79,0,0,1,SILVER,861,27.61
5531,15736043,Hamilton,638,France,Male,34,6,114543.27,1,1,1,97755.29,0,0,4,DIAMOND,613,31.13
5532,15696744,Miller,705,France,Female,31,3,119794.67,1,0,0,182528.44,0,0,5,GOLD,685,28.35
5536,15694444,Buttenshaw,648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1,1,5,PLATINUM,984,42.84
5558,15705663,Milano,700,Germany,Female,39,5,144550.83,2,1,1,189664.43,0,0,4,DIAMOND,956,35.06
5589,15704771,Ugochukwu,593,France,Female,35,6,133489.12,2,1,1,78101.29,0,0,4,DIAMOND,864,35.64
5590,15588372,Kirsova,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1,1,5,GOLD,267,33.17
5628,15695174,Chang,654,France,Male,29,4,132954.64,1,1,1,146715.07,0,0,3,SILVER,810,27.1
5645,15783522,Mitchell,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0,0,3,DIAMOND,503,30.03
5649,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0,0,2,DIAMOND,694,27.44
5670,15706706,Chinwendu,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0,0,3,DIAMOND,231,27.81
5678,15763414,Degtyarev,655,Germany,Male,32,9,113447.01,1,1,0,82084.3,0,0,5,DIAMOND,748,37.980000000000004
5680,15621974,Davydova,778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0,0,5,GOLD,544,30.44
5681,15803947,Teng,757,Germany,Female,30,6,161378.02,1,0,0,71926.28,1,1,5,DIAMOND,878,34.78
5700,15624667,Wallace,684,France,Male,35,6,135871.5,1,1,1,87219.41,0,0,5,DIAMOND,353,31.53
5712,15730345,Miah,617,France,Female,35,2,104508.1,1,1,1,147636.46,0,0,5,PLATINUM,757,29.57
5713,15572038,Chijindum,660,Germany,Male,35,9,113948.58,1,1,0,188891.96,1,1,3,PLATINUM,959,34.09
5734,15742798,French,829,France,Female,22,7,150126.44,1,1,0,152107.93,1,1,5,SILVER,502,32.519999999999996
5739,15654074,Tuan,653,France,Male,38,8,119315.75,1,1,0,150468.35,0,0,3,SILVER,978,32.78
5741,15568885,Scott,620,Germany,Female,34,8,102251.57,1,1,0,120672.09,0,0,4,SILVER,663,32.63
5751,15583392,Woronoff,747,Germany,Male,37,9,135776.36,3,1,0,85470.45,1,1,4,PLATINUM,965,41.15
5752,15690731,Wolfe,645,France,Male,40,6,131411.24,1,1,1,194656.11,0,0,4,SILVER,323,28.23
5758,15601417,T'ang,681,France,Male,32,3,148884.47,2,1,1,90967.37,0,0,5,DIAMOND,300,28.5
5761,15785350,Austin,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0,0,5,GOLD,517,32.67
5767,15740846,Wei,556,France,Male,40,5,125909.85,1,1,1,95124.4,0,0,4,SILVER,280,26.3
5801,15610379,Barclay-Harvey,599,France,Male,30,9,105443.68,1,1,1,121124.53,0,0,3,DIAMOND,259,29.09
5808,15607395,Holt,679,France,Female,33,9,112528.65,2,1,0,177362.45,0,0,2,SILVER,362,27.12
5819,15667971,Shepherd,592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0,0,2,GOLD,962,30.619999999999997
5830,15794266,Cross,559,France,Male,32,9,145303.52,1,1,0,103560.98,0,0,2,PLATINUM,450,26.0
5832,15771270,North,635,France,Female,27,8,127471.56,1,1,1,152916.05,1,1,5,DIAMOND,476,35.76
5859,15757867,Bray,570,France,Female,30,10,176173.52,1,1,0,97045.32,1,1,2,GOLD,539,28.39
5876,15578307,Lucchese,512,France,Female,33,6,121685.31,2,1,1,83681.97,0,0,4,GOLD,973,36.730000000000004
5879,15692918,Hsing,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0,0,1,DIAMOND,582,27.82
5887,15812920,Nwabugwu,607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0,0,4,DIAMOND,762,31.12
5893,15669219,Wilson,588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0,0,5,GOLD,885,30.35
5896,15704014,K'ung,738,Germany,Male,37,7,140950.92,2,1,0,195333.98,0,0,5,SILVER,865,38.15
5898,15709604,McMillan,781,France,Male,23,2,107433.48,1,1,0,173843.21,0,0,5,SILVER,815,28.15
5899,15713637,Chinedum,699,France,Male,34,2,117468.67,1,1,0,185227.42,0,0,5,GOLD,825,28.25
5904,15677317,Ankudinova,570,France,Female,29,4,153040.03,1,1,1,131363.57,1,1,3,SILVER,762,26.62
5915,15726058,Cattaneo,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0,0,2,DIAMOND,662,29.12
5925,15674368,Riley,738,France,Female,39,1,94435.45,2,0,1,189430.86,0,0,5,SILVER,474,27.240000000000002
5929,15761241,Hsieh,578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0,0,2,DIAMOND,594,27.94
5935,15607065,Chinedum,765,France,Male,34,9,91835.16,1,0,0,138280.17,0,0,1,PLATINUM,843,26.93
5939,15679668,Yao,850,Spain,Male,38,7,115378.94,1,0,1,162087.82,0,0,3,DIAMOND,348,26.98
5949,15680112,Stewart,473,Germany,Female,35,7,131504.73,1,1,0,189560.43,0,0,5,DIAMOND,852,36.019999999999996
5959,15741719,DeRose,540,France,Female,40,3,165298.12,1,0,1,199862.75,0,0,4,GOLD,656,27.06
5966,15644132,Mancini,724,France,Female,30,9,142475.87,1,1,1,107848.24,0,0,3,SILVER,399,30.490000000000002
5968,15797919,Ting,773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0,0,4,SILVER,890,27.9
5982,15801296,Farber,634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0,0,2,DIAMOND,760,28.1
5991,15625494,Li Fonti,573,France,Female,32,9,125321.84,2,1,1,130234.63,0,0,3,PLATINUM,428,32.78
6000,15735688,Horsley,753,France,Female,31,6,106596.29,1,0,0,91305.77,0,0,5,GOLD,503,31.03
6034,15759966,Chiemenam,612,Spain,Female,36,5,119799.27,2,1,0,159416.58,0,0,5,PLATINUM,288,29.38
6035,15601045,Angelo,655,Spain,Male,37,8,163708.58,2,0,0,76259.23,0,0,2,SILVER,959,31.59
6039,15700964,Pollard,624,Germany,Female,27,7,104848.68,1,1,1,167387.36,0,0,5,SILVER,734,36.84
6056,15623972,Wisdom,479,Germany,Female,23,9,123575.51,1,0,1,95148.28,0,0,3,GOLD,787,34.37
6061,15669253,Gibson,754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1,1,1,SILVER,902,26.52
6064,15635256,Arcuri,762,France,Male,31,7,117687.35,1,1,1,159344.43,0,0,2,PLATINUM,867,29.17
6066,15674720,Smith,691,Germany,Female,37,7,123067.63,1,1,1,98162.44,1,1,5,SILVER,958,39.08
6080,15739292,Gorshkov,609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0,0,2,SILVER,718,30.68
6085,15619494,Abdulov,562,Germany,Female,31,9,117153.0,1,1,1,108675.01,0,0,4,PLATINUM,759,37.09
6088,15730759,Chukwudi,561,France,Female,27,9,135637.0,1,1,0,153080.4,1,1,2,SILVER,567,27.17
6095,15575623,Simpson,589,France,Female,31,10,110635.32,1,1,0,148218.86,0,0,5,SILVER,728,39.28
6106,15605134,Bond,617,France,Female,34,0,131244.65,2,1,0,183229.02,0,0,5,DIAMOND,933,28.33
6108,15737910,Houghton,703,Germany,Male,35,5,140691.08,2,1,0,167810.26,0,0,3,PLATINUM,811,28.61
6110,15710105,Stirling,581,Germany,Female,26,3,105099.45,1,1,1,184520.0,1,1,5,DIAMOND,877,32.269999999999996
6112,15803337,Baresi,648,France,Male,23,9,168372.52,1,1,0,134676.72,0,0,4,DIAMOND,883,36.33
6113,15654372,Pearce,462,Germany,Male,34,1,94682.56,2,1,0,138478.2,0,0,5,PLATINUM,747,27.97
6136,15624611,Marsden,497,Spain,Male,37,8,128650.11,2,1,1,163641.53,0,0,1,SILVER,525,26.25
6137,15773071,Serena,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0,0,4,GOLD,610,31.1
6141,15785042,Hsiung,488,France,Female,31,8,97588.6,1,0,0,124210.53,0,0,2,SILVER,712,27.12
6152,15761525,Shaw,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,0,2,DIAMOND,550,30.5
6154,15619537,Lavrentiev,550,France,Male,31,5,142200.19,2,1,1,122221.71,0,0,4,PLATINUM,878,34.28
6164,15581323,White,488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0,0,2,PLATINUM,645,26.95
6177,15604146,Kaodilinakachukwu,608,Germany,Female,38,8,103653.51,2,1,1,137079.86,0,0,3,SILVER,843,35.43
6178,15813974,Maruff,731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1,1,5,SILVER,782,29.32
6180,15759741,Knepper,591,Germany,Female,34,4,150635.3,1,1,1,72274.84,0,0,5,PLATINUM,940,34.4
6182,15797194,T'ao,570,France,Male,39,10,129674.89,2,1,0,80552.36,0,0,3,DIAMOND,723,35.230000000000004
6208,15665811,Parry,644,France,Male,33,9,141234.98,1,1,0,95673.05,0,0,4,GOLD,796,35.46
6214,15697678,Maxwell,590,Germany,Male,36,6,92340.69,2,1,1,174667.58,0,0,5,PLATINUM,770,37.7
6221,15716926,Macleod,807,France,Male,33,10,101952.97,2,1,0,178153.65,0,0,2,GOLD,634,31.34
6226,15742172,Williamson,598,Germany,Male,32,9,123938.6,2,1,0,198894.42,0,0,5,DIAMOND,375,36.25
6228,15636016,Wreford,588,France,Female,34,3,120777.88,1,1,1,131729.52,0,0,5,GOLD,512,28.62
6258,15617301,Chamberlin,774,Germany,Male,36,9,130809.77,1,1,0,152290.28,0,0,5,SILVER,560,36.1
6281,15578546,Akobundu,491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0,0,3,SILVER,921,28.21
6286,15655229,Craig,850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0,0,5,GOLD,791,37.41
6291,15622801,Brown,555,France,Female,27,8,102000.17,1,1,1,116757.0,0,0,5,SILVER,586,36.86
6308,15598510,Colombo,583,Germany,Male,27,4,105907.42,2,1,1,195732.04,0,0,5,PLATINUM,267,29.67
6313,15648136,Green,658,Germany,Female,28,9,152812.58,1,1,0,166682.57,0,0,2,DIAMOND,790,29.4
6317,15765643,Hamilton,725,France,Male,37,6,124348.38,2,0,1,176984.34,0,0,5,PLATINUM,309,33.09
6320,15768340,Beavers,642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0,0,5,PLATINUM,893,32.43
6324,15615828,Mitchell,550,France,Male,34,8,122359.5,1,0,0,116495.55,0,0,2,GOLD,702,27.02
6328,15793856,Abdulov,667,Spain,Female,36,3,121542.57,2,1,1,186841.71,0,0,5,PLATINUM,252,28.02
